"Distance [mm]","Br [] - Time='0s'"
0,0.482496089536693
0.112854975829305,0.482587688876155
0.22570995165861,0.482588808562178
0.338564927487915,0.482575757576742
0.45141990331722,0.48256113727632
0.564274879146525,0.482528173972733
0.677129854975829,0.482498816240707
0.789984830805134,0.4824646642977
0.902839806634439,0.482419394926745
1.01569478246374,0.482369884549932
1.12854975829305,0.482314965804528
1.24140473412235,0.482247777286574
1.35425970995166,0.482171954581461
1.46711468578096,0.482087528673419
1.57996966161027,0.481992331393111
1.69282463743957,0.481889096679125
1.80567961326888,0.481778344959919
1.91853458909818,0.481657541534939
2.03138956492749,0.481525180907726
2.14424454075679,0.481380391474203
2.2570995165861,0.481237934062924
2.3699544924154,0.481064537013378
2.48280946824471,0.480885691614602
2.59566444407401,0.480688525277679
2.70851941990332,0.48048792366412
2.82137439573262,0.480276737924523
2.93422937156193,0.480048356087473
3.04708434739123,0.47981002064719
3.15993932322054,0.479559182364937
3.27279429904984,0.479292599602373
3.38564927487915,0.47900650623226
3.49850425070845,0.478708166859008
3.61135922653776,0.47838674768111
3.72421420236706,0.478045176303037
3.83706917819637,0.477685075269018
3.94992415402567,0.477311124836607
4.06277912985498,0.476950486664575
4.17563410568428,0.476556404942247
4.28848908151359,0.476155451956387
4.40134405734289,0.475711426383637
4.5141990331722,0.475277175703164
4.6270540090015,0.474827973627779
4.7399089848308,0.474372378598119
4.85276396066011,0.473902789397736
4.96561893648941,0.473427697419695
5.07847391231872,0.472938917919095
5.19132888814802,0.472436212232042
5.30418386397733,0.471938577900545
5.41703883980663,0.471433720824132
5.52989381563594,0.470921513895425
5.64274879146524,0.470412337812587
5.75560376729455,0.469906224035327
5.86845874312385,0.46940747610166
5.98131371895316,0.468911558504475
6.09416869478246,0.4684371349096
6.20702367061177,0.46796969704543
6.31987864644107,0.467520172366057
6.43273362227038,0.467077363591165
6.54558859809968,0.466655045383758
6.65844357392899,0.466258733935188
6.77129854975829,0.465881757277163
6.8841535255876,0.465539312190365
6.9970085014169,0.465211595675194
7.10986347724621,0.464908380542243
7.22271845307551,0.464600666264452
7.33557342890482,0.464354250610308
7.44842840473412,0.464103433517001
7.56128338056343,0.463894292213364
7.67413835639273,0.463706227897495
7.78699333222204,0.463554385903252
7.89984830805134,0.463421219987585
8.01270328388065,0.46331307838496
8.12555825970995,0.463227981969318
8.23841323553926,0.463167866045659
8.35126821136856,0.463126378734352
8.46412318719787,0.463090748292546
8.57697816302717,0.463099412042597
8.68983313885647,0.463113853388634
8.80268811468578,0.463160354374447
8.91554309051508,0.463195884156293
9.02839806634439,0.463255733563773
9.14125304217369,0.463335123253546
9.254108018003,0.463422669246869
9.36696299383231,0.463517861654341
9.47981796966161,0.463637241701869
9.59267294549091,0.46374980814836
9.70552792132022,0.463888654399269
9.81838289714953,0.464012103576712
9.93123787297883,0.46416861683224
10.0440928488081,0.46433563885204
10.1569478246374,0.464488395060005
10.2698028004667,0.464647728993415
10.382657776296,0.464830465569268
10.4955127521254,0.465018441069768
10.6083677279547,0.465189472817011
10.721222703784,0.465377264323103
10.8340776796133,0.46555287848416
10.9469326554426,0.465722630982612
11.0597876312719,0.465904829854095
11.1726426071012,0.466087839122813
11.2854975829305,0.466288952513941
11.3983525587598,0.466480703500923
11.5112075345891,0.466669343593381
11.6240625104184,0.466858764351286
11.7369174862477,0.467020604039681
11.849772462077,0.467215502581641
11.9626274379063,0.467385822747433
12.0754824137356,0.467578713804043
12.1883373895649,0.467753633737171
12.3011923653942,0.46793781274819
12.4140473412235,0.468117272234787
12.5269023170528,0.468299328565047
12.6397572928821,0.468475435205314
12.7526122687115,0.468639537138325
12.8654672445408,0.468819469602816
12.9783222203701,0.468993859968264
13.0911771961994,0.46915232946946
13.2040321720287,0.469313681863432
13.316887147858,0.469489553679987
13.4297421236873,0.469644451600577
13.5425970995166,0.469803248979255
13.6554520753459,0.469947519753292
13.7683070511752,0.470077400226686
13.8811620270045,0.470238688845831
