"Distance [mm]","Ft [] - Time='0s'"
35.8878823137189,-10351.2152453168
36.0007372895483,-10266.4720569382
36.1135922653776,-10175.4016582657
36.2264472412069,-10089.9003335276
36.3393022170362,-9996.69062037952
36.4521571928655,-9894.62705521322
36.5650121686948,-9802.55649079844
36.6778671445241,-9703.24563911115
36.7907221203534,-9615.92364800897
36.9035770961827,-9519.63779325059
37.016432072012,-9417.95058374695
37.1292870478413,-9324.12909374581
37.2421420236706,-9215.1786287632
37.3549969994999,-9129.40219420796
37.4678519753292,-9025.61422963103
37.5807069511585,-8932.80540904286
37.6935619269878,-8841.42182052149
37.8064169028171,-8760.25381283183
37.9192718786464,-8667.53807842729
38.0321268544757,-8577.63025871233
38.144981830305,-8498.23877501205
38.2578368061344,-8418.04100315662
38.3706917819637,-8340.43817995404
38.483546757793,-8257.45291862374
38.5964017336223,-8191.30469425843
38.7092567094516,-8111.07346176257
38.8221116852809,-8052.54295848419
38.9349666611102,-7991.41854109105
39.0478216369395,-7930.37183320343
39.1606766127688,-7876.35798271736
39.2735315885981,-7820.17871735598
39.3863865644274,-7784.89935898223
39.4992415402567,-7736.04578768718
39.612096516086,-7704.4799443279
39.7249514919153,-7664.10865641677
39.8378064677446,-7631.31590379702
39.9506614435739,-7616.13550332713
40.0635164194032,-7582.00662890957
40.1763713952325,-7567.41038921992
40.2892263710618,-7555.95011656785
40.4020813468911,-7549.87202426983
40.5149363227205,-7552.46718261797
40.6277912985498,-7554.08368673115
40.7406462743791,-7557.21537498598
40.8535012502084,-7565.00753078217
40.9663562260377,-7577.84852619303
41.079211201867,-7597.65634891543
41.1920661776963,-7609.82108390642
41.3049211535256,-7638.21162472189
41.4177761293549,-7666.74496590699
41.5306311051842,-7703.96523722116
41.6434860810135,-7749.12266596317
41.7563410568428,-7792.68918856313
41.8691960326721,-7833.87091094466
41.9820510085014,-7896.31846702536
42.0949059843307,-7953.77801080734
42.20776096016,-8007.13172819741
42.3206159359893,-8076.65012182383
42.4334709118186,-8155.08632616351
42.5463258876479,-8231.45441995912
42.6591808634772,-8311.05734660915
42.7720358393066,-8393.83915638365
42.8848908151359,-8488.50866988465
42.9977457909652,-8577.58136443198
43.1106007667945,-8683.52227045535
43.2234557426238,-8792.42886130535
43.3363107184531,-8895.53948667601
43.4491656942824,-9015.53246170536
43.5620206701117,-9120.98029572943
43.674875645941,-9243.0918568471
43.7877306217703,-9371.56772512587
43.9005855975996,-9497.66673829713
44.0134405734289,-9632.10611993389
44.1262955492582,-9774.92794188965
44.2391505250875,-9911.68589655875
44.3520055009168,-10051.2584475139
44.4648604767461,-10208.6898832825
44.5777154525754,-10355.8467544571
44.6905704284047,-10506.5131478269
44.803425404234,-10666.6982833165
44.9162803800633,-10818.3650628412
45.0291353558926,-10980.7828459877
45.141990331722,-11148.584306264
45.2548453075513,-11306.6856479776
45.3677002833806,-11479.1812977987
45.4805552592099,-11638.8619542236
45.5934102350392,-11803.9159626007
45.7062652108685,-11976.155261541
45.8191201866978,-12126.3177765743
45.9319751625271,-12307.1113580123
46.0448301383564,-12451.6474418118
46.1576851141857,-12607.5455734492
46.270540090015,-12762.3824981854
46.3833950658443,-12932.4651761571
46.4962500416736,-13063.7819034023
46.6091050175029,-13198.7056838569
46.7219599933322,-13335.0134248282
46.8348149691615,-13465.5356253589
46.9476699449908,-13597.5701655974
47.0605249208201,-13707.5500303696
47.1733798966494,-13813.717954133
47.2862348724787,-13908.2443729312
47.399089848308,-14005.4047307475
47.5119448241374,-14085.9922264121
47.6247997999667,-14150.3403496465
47.737654775796,-14212.3909196152
47.8505097516253,-14247.3928546909
47.9633647274546,-14285.5473638485
48.0762197032839,-14304.2642695941
48.1890746791132,-14316.896084033
48.3019296549425,-14313.6837127176
48.4147846307718,-14303.1520481936
48.5276396066011,-14276.8864632624
48.6404945824304,-14238.6160405042
48.7533495582597,-14194.7670694299
48.866204534089,-14133.0511801107
48.9790595099183,-14056.7196433863
49.0919144857476,-13984.1995292223
49.2047694615769,-13898.1774845174
49.3176244374062,-13796.7486096247
49.4304794132355,-13690.4991934773
49.5433343890648,-13575.624799793
49.6561893648941,-13446.2619764716
49.7690443407235,-13319.7825494642
49.8818993165528,-13182.5477770516
49.9947542923821,-13043.6204678941
50.1076092682114,-12906.6773559861
50.2204642440407,-12756.5990784581
50.33331921987,-12599.8399632042
50.4461741956993,-12445.283687859
50.5590291715286,-12277.6764901656
50.6718841473579,-12115.4183881205
50.7847391231872,-11948.6012511976
50.8975940990165,-11773.6319517782
51.0104490748458,-11606.6762333392
51.1233040506751,-11432.2926995781
51.2361590265044,-11261.277235098
51.3490140023337,-11084.6467060175
51.461868978163,-10912.0636879893
51.5747239539923,-10736.7562277451
