"Distance [mm]","Bt [] - Time='0s'"
0,-0.00256090466487191
0.112854975829305,-0.00277299354654622
0.22570995165861,-0.00299335345147268
0.338564927487915,-0.00321836961150754
0.45141990331722,-0.00344892382146878
0.564274879146525,-0.00368024631826494
0.677129854975829,-0.00391326229152539
0.789984830805134,-0.00414728585240447
0.902839806634439,-0.00438492832429128
1.01569478246374,-0.00462448751460833
1.12854975829305,-0.00486342041771742
1.24140473412235,-0.00510305356383307
1.35425970995166,-0.00534484178958344
1.46711468578096,-0.00558816328424102
1.57996966161027,-0.00583032430158554
1.69282463743957,-0.00607255882433123
1.80567961326888,-0.00631806589709727
1.91853458909818,-0.00656118230899731
2.03138956492749,-0.00680507117817152
2.14424454075679,-0.00704425180225114
2.2570995165861,-0.00728594996734015
2.3699544924154,-0.00752297799687499
2.48280946824471,-0.00776218789057933
2.59566444407401,-0.00798997073956023
2.70851941990332,-0.00822356001822553
2.82137439573262,-0.00844901511543374
2.93422937156193,-0.00866990184764034
3.04708434739123,-0.00888618526155748
3.15993932322054,-0.00909578875561735
3.27279429904984,-0.00929956981104673
3.38564927487915,-0.00949939498161586
3.49850425070845,-0.0096810990943517
3.61135922653776,-0.00984828456578893
3.72421420236706,-0.0100154756376613
3.83706917819637,-0.0101823556360807
3.94992415402567,-0.0103409188995094
4.06277912985498,-0.0104911445009142
4.17563410568428,-0.0106356053366829
4.28848908151359,-0.0107647923695796
4.40134405734289,-0.0108688457790279
4.5141990331722,-0.0109777214044535
4.6270540090015,-0.0110755793531411
4.7399089848308,-0.0111537458754009
4.85276396066011,-0.0112164490884145
4.96561893648941,-0.0112644130251011
5.07847391231872,-0.0113029718629917
5.19132888814802,-0.0113186855443002
5.30418386397733,-0.0113052990144072
5.41703883980663,-0.0112860660622266
5.52989381563594,-0.0112586390379618
5.64274879146524,-0.0111973831667349
5.75560376729455,-0.0111166419162606
5.86845874312385,-0.0110233627225391
5.98131371895316,-0.0109076018733805
6.09416869478246,-0.0107704877271066
6.20702367061177,-0.0106214834788135
6.31987864644107,-0.0104536875863462
6.43273362227038,-0.0102746910662756
6.54558859809968,-0.0100768809770602
6.65844357392899,-0.00988021466227445
6.77129854975829,-0.00966380586220281
6.8841535255876,-0.00943249523748061
6.9970085014169,-0.00919695714115576
7.10986347724621,-0.00895658633478638
7.22271845307551,-0.00873149941087218
7.33557342890482,-0.0085097619580472
7.44842840473412,-0.00828053584891522
7.56128338056343,-0.00807515134618914
7.67413835639273,-0.00786449867134491
7.78699333222204,-0.00767214408785903
7.89984830805134,-0.00749053579512502
8.01270328388065,-0.00733409358935725
8.12555825970995,-0.00718049024264229
8.23841323553926,-0.00704638125329759
8.35126821136856,-0.00693578405811947
8.46412318719787,-0.00683688001268659
8.57697816302717,-0.00676617580204303
8.68983313885647,-0.0067218758454029
8.80268811468578,-0.00667554039523022
8.91554309051508,-0.00666021333541557
9.02839806634439,-0.00667004437537794
9.14125304217369,-0.00667787232977376
9.254108018003,-0.0067251037849416
9.36696299383231,-0.00677747268899203
9.47981796966161,-0.00683890896086563
9.59267294549091,-0.00693687071399023
9.70552792132022,-0.00704266218989329
9.81838289714953,-0.00715003595722749
9.93123787297883,-0.0073029268364657
10.0440928488081,-0.00745079174955154
10.1569478246374,-0.00762968246192144
10.2698028004667,-0.00779949503831122
10.382657776296,-0.0079913072308417
10.4955127521254,-0.00819194970257487
10.6083677279547,-0.00840948919803801
10.721222703784,-0.00862970061325664
10.8340776796133,-0.0088795795875711
10.9469326554426,-0.00914515681525011
11.0597876312719,-0.00942382150080019
11.1726426071012,-0.00970939145380231
11.2854975829305,-0.010026198058157
11.3983525587598,-0.0103267270613339
11.5112075345891,-0.0106531163896033
11.6240625104184,-0.0109940856440851
11.7369174862477,-0.0113505001523151
11.849772462077,-0.011719783361321
11.9626274379063,-0.0120916012338359
12.0754824137356,-0.0124792009746571
12.1883373895649,-0.0128768545922588
12.3011923653942,-0.013279751970188
12.4140473412235,-0.0136955947145401
12.5269023170528,-0.0141201505055703
12.6397572928821,-0.0145574428885145
12.7526122687115,-0.0150064188301389
12.8654672445408,-0.0154529850858598
12.9783222203701,-0.0159175420461394
13.0911771961994,-0.0164088565713471
13.2040321720287,-0.0168993796512764
13.316887147858,-0.0173916741144422
13.4297421236873,-0.0178908216792038
13.5425970995166,-0.0184111172324421
13.6554520753459,-0.0189256545418116
13.7683070511752,-0.0194690866283655
13.8811620270045,-0.0200067002555865
13.9940170028338,-0.0205633400390346
14.1068719786631,-0.0211340103540465
14.2197269544924,-0.0216890619252864
14.3325819303217,-0.0222813088353696
14.445436906151,-0.0229028316115936
14.5582918819803,-0.0235251533843076
14.6711468578096,-0.0241748802847874
14.7840018336389,-0.0248216639439272
14.8968568094682,-0.0254792495003203
15.0097117852975,-0.0261495341128577
15.1225667611269,-0.0268508220619491
15.2354217369562,-0.0275471941898344
15.3482767127855,-0.0282593924329289
15.4611316886148,-0.0289939584550471
15.5739866644441,-0.0297305315306258
15.6868416402734,-0.0305027133011381
15.7996966161027,-0.0312451798439842
15.912551591932,-0.0320377124649297
16.0254065677613,-0.0328168178098541
16.1382615435906,-0.0336225232584998
16.2511165194199,-0.0344366103863177
16.3639714952492,-0.0352716020423737
16.4768264710785,-0.0360702441641055
