"Distance [mm]","Fr [] - Time='0s'"
0,92626.3726762289
0.112854975829305,92660.6735411591
0.22570995165861,92660.0804347861
0.338564927487915,92653.8882294463
0.45141990331722,92646.9523362918
0.564274879146525,92632.8088797743
0.677129854975829,92619.9123155225
0.789984830805134,92605.029730049
0.902839806634439,92585.7134286792
1.01569478246374,92564.6295689181
1.12854975829305,92541.2851330807
1.24140473412235,92513.0906337005
1.35425970995166,92481.4262796039
1.46711468578096,92446.3063644387
1.57996966161027,92406.9053100901
1.69282463743957,92364.2194100688
1.80567961326888,92318.5486107525
1.91853458909818,92268.8341001658
2.03138956492749,92214.5807872671
2.14424454075679,92155.3647121769
2.2570995165861,92096.9533334716
2.3699544924154,92026.5146218973
2.48280946824471,91953.9336127904
2.59566444407401,91874.2437824319
2.70851941990332,91793.0924514238
2.82137439573262,91707.7746381874
2.93422937156193,91615.8816578157
3.04708434739123,91520.1123478552
3.15993932322054,91419.4771899435
3.27279429904984,91312.8769156072
3.38564927487915,91198.9153234038
3.49850425070845,91080.2586426589
3.61135922653776,90953.1010212608
3.72421420236706,90818.1386479662
3.83706917819637,90676.1395901346
3.94992415402567,90529.1830932607
4.06277912985498,90387.1256158094
4.17563410568428,90232.7836854103
4.28848908151359,90075.9337782106
4.40134405734289,89903.2839907591
4.5141990331722,89734.3559798855
4.6270540090015,89560.1003530923
4.7399089848308,89383.8568876297
4.85276396066011,89202.8856480679
4.96561893648941,89020.2162820173
5.07847391231872,88832.8264575923
5.19132888814802,88640.7338846931
5.30418386397733,88451.2583193717
5.41703883980663,88259.6590558348
5.52989381563594,88065.8045637848
5.64274879146524,87873.7393865512
5.75560376729455,87683.6551892971
5.86845874312385,87496.956244532
5.98131371895316,87311.8972927402
6.09416869478246,87135.6289775689
6.20702367061177,86962.5836128653
6.31987864644107,86796.7821342917
6.43273362227038,86634.0305664584
6.54558859809968,86479.3023306755
6.65844357392899,86334.859461767
6.77129854975829,86198.0325090407
6.8841535255876,86074.3146438553
6.9970085014169,85956.4444363052
7.10986347724621,85847.9824947015
7.22271845307551,85738.1177646569
7.33557342890482,85650.6659432482
7.44842840473412,85561.6942094036
7.56128338056343,85488.3925357961
7.67413835639273,85422.6435776694
7.78699333222204,85370.2485256082
7.89984830805134,85324.7217802076
8.01270328388065,85288.2343684349
8.12555825970995,85260.2122036297
8.23841323553926,85241.2052909581
8.35126821136856,85229.0533888932
8.46412318719787,85218.8427691599
8.57697816302717,85224.7853982185
8.68983313885647,85232.6728706189
8.80268811468578,85251.89132739
8.91554309051508,85267.175496198
9.02839806634439,85291.5736362329
9.14125304217369,85322.5034996428
9.254108018003,85356.4259810364
9.36696299383231,85393.1390150594
9.47981796966161,85438.5369345517
9.59267294549091,85481.2945206915
9.70552792132022,85533.5370169267
9.81838289714953,85580.0577761787
9.93123787297883,85638.6883505881
10.0440928488081,85700.9734528908
10.1569478246374,85757.7146102398
10.2698028004667,85816.8846634284
10.382657776296,85884.6703882167
10.4955127521254,85954.1938521721
10.6083677279547,86017.4340593507
10.721222703784,86086.8221949171
10.8340776796133,86151.2368320857
10.9469326554426,86213.5446377755
11.0597876312719,86280.1675264063
11.1726426071012,86347.0606981095
11.2854975829305,86420.6546404246
11.3983525587598,86490.3925416187
11.5112075345891,86558.9967086721
11.6240625104184,86627.7559845942
11.7369174862477,86685.8877573976
11.849772462077,86756.2049135766
11.9626274379063,86817.3621532324
12.0754824137356,86886.8107828342
12.1883373895649,86949.308733395
12.3011923653942,87015.0456987481
12.4140473412235,87078.8775488045
12.5269023170528,87143.6783528736
12.6397572928821,87205.9268703973
12.7526122687115,87263.6514063839
12.8654672445408,87327.0246694918
12.9783222203701,87388.0370324917
13.0911771961994,87443.0495948416
13.2040321720287,87498.9733645098
13.316887147858,87559.8349419682
13.4297421236873,87613.0037361687
13.5425970995166,87667.2001876509
13.6554520753459,87715.5608141055
13.7683070511752,87758.6646136798
13.8811620270045,87813.1808599983
13.9940170028338,87849.980538839
14.1068719786631,87888.1708214573
14.2197269544924,87924.4131326135
14.3325819303217,87961.5921285115
14.445436906151,87989.9174551865
14.5582918819803,88017.8197413889
14.6711468578096,88028.26197321
14.7840018336389,88043.1829806434
14.8968568094682,88062.735233675
15.0097117852975,88072.1009713442
15.1225667611269,88077.638642112
15.2354217369562,88078.4683612762
15.3482767127855,88073.8566089493
15.4611316886148,88062.9849271646
15.5739866644441,88053.3158241362
15.6868416402734,88030.5445672226
15.7996966161027,87998.2138778989
15.912551591932,87975.747442354
16.0254065677613,87922.1107162094
16.1382615435906,87882.863857295
16.2511165194199,87829.8710871603
16.3639714952492,87768.3565555903
16.4768264710785,87691.4186000511
16.5896814469078,87621.4593541428
16.7025364227371,87527.8136321818
16.8153913985664,87432.2474454816
16.9282463743957,87332.1157972333
17.041101350225,87212.2195109919
17.1539563260543,87098.5229210402
17.2668113018836,86973.5814035247
17.3796662777129,86829.0813234167
17.4925212535423,86680.816239466
17.6053762293716,86513.7094787782
17.7182312052009,86333.2948585674
17.8310861810302,86147.6637601136
17.9439411568595,85945.676064075
18.0567961326888,85730.4244140806
18.1696511085181,85525.9530033441
18.2825060843474,85299.5590154568
18.3953610601767,85045.5451506506
18.508216036006,84802.0628833956
18.6210710118353,84527.7547502181
18.7339259876646,84265.7208072207
18.8467809634939,83983.3860337456
18.9596359393232,83693.584742641
19.0724909151525,83407.1633997873
19.1853458909818,83093.1459594889
19.2982008668111,82780.1365062526
19.4110558426404,82450.846286111
19.5239108184697,82121.8484508993
19.6367657942991,81790.4244031499
19.7496207701284,81460.6156956181
19.8624757459577,81128.1103704816
19.975330721787,80792.8741343096
20.0881856976163,80462.3284492854
20.2010406734456,80136.5757934979
20.3138956492749,79819.0871639152
20.4267506251042,79503.6889103325
20.5396056009335,79182.03069138
20.6524605767628,78859.7198636042
20.7653155525921,78567.5087634602
20.8781705284214,78275.8707515482
20.9910255042507,77982.4358123604
21.10388048008,77715.4886091075
21.2167354559093,77445.4030329265
21.3295904317386,77199.4394765747
21.4424454075679,76936.2297892179
21.5553003833972,76704.7911163743
21.6681553592265,76475.2443884277
21.7810103350558,76261.2706839216
21.8938653108851,76060.1332568072
22.0067202867145,75871.587327033
22.1195752625438,75696.5962263549
22.2324302383731,75518.5707517915
22.3452852142024,75366.3591340308
22.4581401900317,75214.4678744313
22.570995165861,75085.7519709007
22.6838501416903,74953.9988046687
22.7967051175196,74855.0081384831
22.9095600933489,74742.4705939997
23.0224150691782,74647.367316705
23.1352700450075,74566.9164541334
23.2481250208368,74495.9052216785
23.3609799966661,74434.4780064901
23.4738349724954,74373.0278857218
23.5866899483247,74334.949978002
23.699544924154,74307.4907834046
23.8123998999833,74247.4716261148
23.9252548758126,74246.2529780437
24.0381098516419,74235.2479238312
24.1509648274712,74231.0145715285
24.2638198033005,74244.8836803547
24.3766747791299,74256.018243637
24.4895297549592,74274.7296045654
24.6023847307885,74304.6911803232
24.7152397066178,74331.1595142012
24.8280946824471,74361.715745808
24.9409496582764,74399.0013429525
25.0538046341057,74444.2157147786
25.166659609935,74491.1859551799
25.2795145857643,74539.6845234888
25.3923695615936,74589.7099847696
25.5052245374229,74647.4319793348
25.6180795132522,74706.8873401215
25.7309344890815,74769.8711338986
25.8437894649108,74821.2078087461
25.9566444407401,74892.5199841561
26.0694994165694,74963.5195462423
26.1823543923987,75038.9483436504
26.295209368228,75105.6341424942
26.4080643440573,75181.0962776304
26.5209193198866,75262.8867306424
26.633774295716,75337.5319626516
26.7466292715453,75414.7963891229
26.8594842473746,75493.6815160968
26.9723392232039,75576.3825293037
27.0851941990332,75647.1390934677
27.1980491748625,75730.3615281967
27.3109041506918,75811.4961242824
27.4237591265211,75893.7873409891
27.5366141023504,75969.4912980046
27.6494690781797,76036.7063640479
27.762324054009,76114.5855487658
27.8751790298383,76174.9523758193
27.9880340056676,76250.2861460098
28.1008889814969,76336.5641926933
28.2137439573262,76396.9192006465
28.3265989331555,76471.1255138509
28.4394539089848,76513.897462559
28.5523088848141,76572.8099818555
28.6651638606434,76616.742699678
28.7780188364727,76661.9125202816
28.8908738123021,76693.3282377556
29.0037287881314,76727.1552634122
29.1165837639607,76756.4783522398
29.22943873979,76785.4778573288
29.3422937156193,76804.8555526616
29.4551486914486,76813.9000880924
29.5680036672779,76825.0271759839
29.6808586431072,76819.2575535688
29.7937136189365,76811.2137835359
29.9065685947658,76795.452580353
30.0194235705951,76766.2468696896
30.1322785464244,76733.1471333078
30.2451335222537,76700.8478172904
30.357988498083,76639.0597196797
30.4708434739123,76577.0732218286
30.5836984497416,76515.761007165
30.6965534255709,76417.1918159218
30.8094084014002,76317.2365880233
30.9222633772295,76214.4407708642
31.0351183530588,76097.4893448399
31.1479733288881,75964.7194547034
31.2608283047174,75833.5006758261
31.3736832805468,75674.5049365181
31.4865382563761,75501.7649962783
31.5993932322054,75315.3449199577
31.7122482080347,75118.047316745
31.825103183864,74897.7151568489
31.9379581596933,74658.8993610754
32.0508131355226,74416.1034204615
32.1636681113519,74161.7946655902
32.2765230871812,73896.1102359843
32.3893780630105,73594.0227035413
32.5022330388398,73289.2564577467
32.6150880146691,72967.3462233599
32.7279429904984,72629.9397803716
32.8407979663277,72284.4942960744
32.953652942157,71919.1335144097
33.0665079179863,71568.7605394418
33.1793628938156,71183.6171663361
33.2922178696449,70790.0609806443
33.4050728454742,70365.6430750981
33.5179278213036,69950.7473103868
33.6307827971329,69526.0861704076
33.7436377729622,69088.8188701569
33.8564927487915,68652.3688268508
33.9693477246208,68209.1353535796
34.0822027004501,67768.6358092181
34.1950576762794,67332.7191891094
34.3079126521087,66905.6788033465
