"Distance [mm]","Fr [] - Time='0s'"
37.3549969994999,59989.1932638383
37.4678519753292,59904.8892159633
37.5807069511585,59843.6755518359
37.6935619269878,59783.8038667362
37.8064169028171,59691.8528232098
37.9192718786464,59665.5275214066
38.0321268544757,59640.6102950719
38.144981830305,59626.332063665
38.2578368061344,59596.7295690113
38.3706917819637,59592.7599672212
38.483546757793,59600.8277806108
38.5964017336223,59608.2228619469
38.7092567094516,59641.1376334999
38.8221116852809,59645.8256375575
38.9349666611102,59680.0367872389
39.0478216369395,59714.7454918686
39.1606766127688,59770.1737291558
39.2735315885981,59804.2880276314
39.3863865644274,59864.5951044574
39.4992415402567,59923.780925094
39.612096516086,59984.8306511439
39.7249514919153,60027.4708459038
39.8378064677446,60095.0603570266
39.9506614435739,60161.8916982458
40.0635164194032,60245.0952256261
40.1763713952325,60296.4987243123
40.2892263710618,60387.387172395
40.4020813468911,60468.5307150651
40.5149363227205,60552.4767964109
40.6277912985498,60631.5964301745
40.7406462743791,60717.8448795932
40.8535012502084,60804.7001407843
40.9663562260377,60886.5863414427
41.079211201867,60975.3587634431
41.1920661776963,61052.6172299544
41.3049211535256,61141.1721611888
41.4177761293549,61223.3115869644
41.5306311051842,61315.5758296349
41.6434860810135,61401.5363126623
41.7563410568428,61488.0286753992
41.8691960326721,61546.1810643173
41.9820510085014,61621.5788193549
42.0949059843307,61697.3465861047
42.20776096016,61797.0192242483
42.3206159359893,61831.062830216
42.4334709118186,61906.0744076888
42.5463258876479,61984.0678748213
42.6591808634772,62034.0597650093
42.7720358393066,62088.8531097822
42.8848908151359,62116.4313839729
42.9977457909652,62163.0449220627
43.1106007667945,62195.3122261801
43.2234557426238,62224.704711805
43.3363107184531,62241.3674143236
43.4491656942824,62264.4191301235
43.5620206701117,62264.3860385235
43.674875645941,62254.1256005983
43.7877306217703,62248.659710414
43.9005855975996,62213.5813364197
44.0134405734289,62174.9684987699
44.1262955492582,62140.375126875
44.2391505250875,62066.3677616549
44.3520055009168,62008.5991738638
44.4648604767461,61967.322109114
44.5777154525754,61844.4092402015
44.6905704284047,61755.3424117239
44.803425404234,61625.7025181402
44.9162803800633,61488.8568993373
45.0291353558926,61344.1094118558
45.141990331722,61185.2618795238
45.2548453075513,61011.5789463411
45.3677002833806,60821.7126170902
45.4805552592099,60619.6033971007
45.5934102350392,60391.3460681114
45.7062652108685,60143.4255500742
45.8191201866978,59876.7313661815
45.9319751625271,59604.8604085754
46.0448301383564,59304.389465792
46.1576851141857,58993.449284743
46.270540090015,58638.0812094886
46.3833950658443,58335.0935268145
46.4962500416736,57923.0769960011
46.6091050175029,57534.0638117158
46.7219599933322,57135.8631185456
46.8348149691615,56690.4861005745
46.9476699449908,56242.8176543605
47.0605249208201,55777.8548772241
47.1733798966494,55332.6088253063
47.2862348724787,54856.3226859843
47.399089848308,54320.9702785464
47.5119448241374,53807.8203732441
47.6247997999667,53280.1405510058
47.737654775796,52725.8315180396
47.8505097516253,52200.777442785
47.9633647274546,51632.1868080863
48.0762197032839,51078.8701696092
48.1890746791132,50516.1590739589
48.3019296549425,49966.2943867065
48.4147846307718,49425.5343304082
48.5276396066011,48889.8352799746
48.6404945824304,48345.7720326452
48.7533495582597,47808.8200732749
48.866204534089,47224.1376375771
48.9790595099183,46701.8927204495
49.0919144857476,46186.2333211925
49.2047694615769,45715.5058192849
49.3176244374062,45222.6688243296
49.4304794132355,44742.0287554118
49.5433343890648,44267.0936936916
49.6561893648941,43809.0159550775
49.7690443407235,43368.4188761083
49.8818993165528,42943.6992035073
49.9947542923821,42531.068744579
50.1076092682114,42129.2392670449
50.2204642440407,41748.1073071579
50.33331921987,41388.334272466
50.4461741956993,41032.0419038398
50.5590291715286,40696.7629989724
50.6718841473579,40379.4026517308
50.7847391231872,40089.5755223632
50.8975940990165,39799.8161785441
51.0104490748458,39535.1692257802
51.1233040506751,39274.1012248683
51.2361590265044,39040.1061826497
51.3490140023337,38832.7946089101
51.461868978163,38632.5129485807
51.5747239539923,38439.146360845
51.6875789298216,38280.3804619002
51.8004339056509,38133.3691560952
51.9132888814802,37963.1742769571
52.0261438573095,37847.3473835728
52.1389988331389,37733.5043337151
52.2518538089682,37649.428065937
52.3647087847975,37552.8679823625
52.4775637606268,37479.9788516459
52.5904187364561,37416.9508687218
52.7032737122854,37368.190696615
52.8161286881147,37321.2432187416
52.928983663944,37284.5835876573
53.0418386397733,37272.2954196858
53.1546936156026,37247.9078027705
53.2675485914319,37241.2726712335
53.3804035672612,37233.0511146166
53.4932585430905,37245.1494324978
53.6061135189198,37232.1814714979
53.7189684947491,37250.7253253393
53.8318234705784,37231.2057228469
53.9446784464077,37301.1163228022
54.057533422237,37312.026942408
54.1703883980663,37352.0684793497
54.2832433738956,37385.0184336026
54.3960983497249,37416.4246477873
54.5089533255543,37454.5147733493
54.6218083013836,37502.886842791
54.7346632772129,37549.4597979051
54.8475182530422,37586.1038758334
54.9603732288715,37641.4922936054
55.0732282047008,37697.5723281227
55.1860831805301,37738.8411786916
55.2989381563594,37798.4355616679
55.4117931321887,37840.5636577222
55.524648108018,37895.9413456205
55.6375030838473,37954.9110169259
55.7503580596766,37982.1463394594
55.8632130355059,38031.1640433076
55.9760680113352,38094.9134962124
56.0889229871645,38138.7774051084
56.2017779629938,38160.6996390619
56.3146329388231,38232.673545338
56.4274879146524,38273.8838608086
56.5403428904817,38310.0904230589
56.653197866311,38345.2279922816
56.7660528421404,38367.7611114018
56.8789078179697,38409.2978979796
56.991762793799,38412.1163236342
57.1046177696283,38431.1362577728
57.2174727454576,38435.8103868503
57.3303277212869,38443.3754552632
57.4431826971162,38439.5609758613
57.5560376729455,38429.4289676112
57.6688926487748,38419.4975338762
57.7817476246041,38388.5285856937
57.8946026004334,38357.3418525864
58.0074575762627,38308.9621383715
58.120312552092,38279.7687164538
58.2331675279213,38206.4349818028
58.3460225037506,38137.2225339943
58.4588774795799,38063.9498363287
58.5717324554092,37995.1173464701
58.6845874312385,37918.6446307436
58.7974424070678,37801.1132769563
58.9102973828971,37690.2954143672
59.0231523587264,37552.0853199239
59.1360073345558,37410.8100968385
59.2488623103851,37264.1963444506
59.3617172862144,37101.3462781561
59.4745722620437,36934.2461922466
59.587427237873,36739.6044174302
59.7002822137023,36525.8175562784
59.8131371895316,36320.5195620774
59.9259921653609,36078.46389023
60.0388471411902,35837.6777693028
60.1517021170195,35563.7139986414
60.2645570928488,35286.5847497734
60.3774120686781,34993.6356259808
60.4902670445074,34689.9839067673
60.6031220203367,34354.5412788824
60.715976996166,34016.0043709894
60.8288319719953,33676.5366571338
60.9416869478246,33308.2854964299
61.0545419236539,32941.1851930075
61.1673968994833,32531.5861843488
61.2802518753126,32134.904917554
61.3931068511419,31725.1193175349
61.5059618269712,31291.3702877506
61.6188168028005,30859.4508574591
61.7316717786298,30409.0574875215
61.8445267544591,29955.723055813
61.9573817302884,29499.2210740012
62.0702367061177,29027.5453750464
62.183091681947,28563.0858527414
62.2959466577763,28100.7252934292
62.4088016336056,27615.7250503719
62.5216566094349,27166.7382042264
62.6345115852642,26713.8338025146
62.7473665610935,26243.8991966033
62.8602215369228,25798.5062478878
62.9730765127521,25322.6229658494
63.0859314885814,24885.361688155
63.1987864644107,24408.7287443196
63.31164144024,23983.4980414581
63.4244964160693,23570.4775069243
63.5373513918986,23147.4229653979
63.6502063677279,22735.6732074745
63.7630613435572,22341.4228334891
63.8759163193866,21938.1533573637
63.9887712952159,21559.7710691926
64.1016262710452,21186.3208351525
64.2144812468745,20827.4486967858
64.3273362227038,20477.3785139917
64.4401911985331,20130.425479137
64.5530461743624,19798.7650185445
64.6659011501917,19475.483571379
64.778756126021,19154.8935788045
64.8916111018503,18869.9294729122
65.0044660776796,18569.4129861289
65.1173210535089,18296.0606273286
65.2301760293382,18019.0556880784
65.3430310051675,17770.4211639596
65.4558859809968,17511.4746863506
65.5687409568261,17270.9203422765
65.6815959326554,17049.4763329062
65.7944509084847,16823.0661420123
65.9073058843141,16601.5209399618
66.0201608601433,16405.609110056
66.1330158359727,16199.8105604256
66.245870811802,16015.2729051324
66.3587257876313,15830.6707894936
66.4715807634606,15650.9628430072
66.5844357392899,15475.2230399514
66.6972907151192,15311.6861849184
66.8101456909485,15146.0873008866
66.9230006667778,14985.0450364667
67.0358556426071,14834.9407672165
67.1487106184364,14668.3113494156
67.2615655942657,14511.4380333214
67.374420570095,14378.2822285132
67.4872755459243,14219.0206891842
67.6001305217536,14089.5226655117
67.7129854975829,13939.6320467322
67.8258404734122,13807.623604623
67.9386954492415,13655.4623179912
68.0515504250708,13507.6264356244
68.1644054009002,13384.5089735619
68.2772603767295,13234.6000889689
68.3901153525588,13102.4922121051
68.5029703283881,12966.2331220917
68.6158253042174,12832.1833412047
68.7286802800467,12690.1907535748
68.841535255876,12554.9291775608
68.9543902317053,12416.1188416172
69.0672452075346,12285.8462975561
69.1801001833639,12150.6777627758
69.2929551591932,12013.1394857831
69.4058101350225,11876.0970931076
69.5186651108518,11737.5093432158
69.6315200866811,11599.2664740197
69.7443750625104,11462.5082542616
69.8572300383397,11328.2327432544
69.970085014169,11192.7259033385
70.0829399899983,11063.8440867962
70.1957949658276,10927.2026178829
70.308649941657,10787.8528051788
70.4215049174862,10659.6961318217
70.5343598933156,10528.608907912
70.6472148691448,10389.9374423179
70.7600698449742,10258.1462537164
70.8729248208035,10114.2279315471
70.9857797966328,9974.74447668922
71.0986347724621,9838.62904387687
71.2114897482914,9700.56466894278
71.3243447241207,9561.70558936702
71.43719969995,9419.41030510216
71.5500546757793,9271.67314343391
71.6629096516086,9133.34269528032
71.7757646274379,8984.63128007364
71.8886196032672,8838.00600082885
72.0014745790965,8685.12152624894
72.1143295549258,8539.00040034809
72.2271845307551,8384.84403649054
72.3400395065844,8222.7800113681
72.4528944824137,8071.82004947738
72.565749458243,7918.14479224909
72.6786044340723,7753.95704304895
72.7914594099016,7586.64546184638
72.904314385731,7419.14424087828
73.0171693615603,7242.14547375163
73.1300243373896,7071.89738449288
73.2428793132189,6890.55860942457
73.3557342890482,6704.69355158306
73.4685892648775,6518.25324197828
73.5814442407068,6328.11762093627
73.6942992165361,6131.10683005884
73.8071541923654,5926.75912244916
73.9200091681947,5723.74773432523
74.032864144024,5514.15555525485
74.1457191198533,5293.77673735483
74.2585740956826,5073.77822734723
74.3714290715119,4843.54843686039
74.4842840473412,4615.81743101911
74.5971390231705,4380.74522621287
74.7099939989998,4138.81702808008
74.8228489748291,3899.7797156415
74.9357039506584,3650.36587501592
75.0485589264877,3397.13416532682
75.1614139023171,3141.06705280533
75.2742688781463,2888.93430671061
75.3871238539757,2631.04196312291
75.499978829805,2376.08797010633
75.6128338056343,2113.23666845319
75.7256887814636,1856.66484307468
75.8385437572929,1597.68957870118
75.9513987331222,1342.86540166614
76.0642537089515,1088.74463923646
76.1771086847808,840.583183116243
76.2899636606101,592.934698723254
76.4028186364394,360.020764493393
76.5156736122687,125.009317797251
76.628528588098,-91.1323908035709
76.7413835639273,-307.967425052884
76.8542385397566,-512.329222348672
76.9670935155859,-712.168444675419
77.0799484914152,-910.808326698884
77.1928034672445,-1091.27057065631
77.3056584430738,-1259.63491418214
77.4185134189031,-1418.08432454482
77.5313683947325,-1564.97367711995
77.6442233705618,-1704.67505024489
77.7570783463911,-1832.4388707426
77.8699333222204,-1947.83849659841
77.9827882980497,-2047.26145547337
78.095643273879,-2142.28849578383
78.2084982497083,-2223.94385912824
78.3213532255376,-2295.48043978885
78.4342082013669,-2356.72518215699
78.5470631771962,-2405.64783490533
78.6599181530255,-2446.16809605017
78.7727731288548,-2478.51212465193
78.8856281046841,-2497.24464410162
78.9984830805134,-2511.4782566821
79.1113380563427,-2512.36592191304
79.224193032172,-2508.16350392145
79.3370480080013,-2493.74044830222
79.4499029838306,-2475.87983787221
79.5627579596599,-2452.3488834984
79.6756129354892,-2423.30722458937
79.7884679113185,-2385.31609633104
79.9013228871479,-2346.0461288279
80.0141778629771,-2306.43166794201
80.1270328388065,-2257.03293676929
80.2398878146358,-2213.83767323221
80.3527427904651,-2161.0485940539
80.4655977662944,-2108.76120702548
80.5784527421237,-2056.54849009666
80.691307717953,-2005.29989703952
80.8041626937823,-1951.94307832242
80.9170176696116,-1900.15145246707
81.0298726454409,-1849.55446299332
81.1427276212702,-1792.13910262153
81.2555825970995,-1741.790275923
81.3684375729288,-1693.75829795399
81.4812925487581,-1646.88594064299
81.5941475245874,-1599.75176322409
81.7070025004167,-1552.63149584392
81.819857476246,-1507.84617079224
81.9327124520753,-1468.44763587665
82.0455674279046,-1427.01055048777
82.158422403734,-1387.62155605572
82.2712773795633,-1352.2664939298
82.3841323553926,-1317.78652329667
82.4969873312219,-1284.1070661908
82.6098423070512,-1252.65027154666
82.7226972828805,-1225.93681210904
82.8355522587098,-1199.38336451258
82.9484072345391,-1171.78737685159
83.0612622103684,-1148.95047595571
83.1741171861977,-1125.7055474407
83.286972162027,-1104.98190973113
83.3998271378563,-1089.23820386562
83.5126821136856,-1073.47783434145
83.6255370895149,-1056.51200196738
83.7383920653442,-1042.29137274821
83.8512470411735,-1028.51024038249
83.9641020170028,-1020.83470516165
84.0769569928321,-1011.39806176319
84.1898119686614,-1005.18853873223
84.3026669444908,-998.713286056847
84.41552192032,-994.532297623645
84.5283768961494,-994.044934344923
84.6412318719787,-993.11758495982
84.754086847808,-992.231662506353
84.8669418236373,-996.066344384612
84.9797967994666,-999.099778555931
85.0926517752959,-1004.56027019535
85.2055067511252,-1011.79669736488
85.3183617269545,-1019.72240582198
85.4312167027838,-1029.52602518048
85.5440716786131,-1039.30606098246
85.6569266544424,-1051.82269651228
85.7697816302717,-1064.91128923263
85.882636606101,-1080.69170160507
85.9954915819303,-1096.56394590681
86.1083465577596,-1114.46940473561
86.2212015335889,-1135.98942363674
86.3340565094182,-1156.03025899538
86.4469114852475,-1179.58295094729
86.5597664610768,-1202.37448836224
86.6726214369061,-1227.35797778261
86.7854764127354,-1255.02718892037
86.8983313885648,-1282.05919520348
87.0111863643941,-1312.19291956575
87.1240413402234,-1342.077812517
87.2368963160527,-1371.93340061089
87.349751291882,-1406.31214537912
87.4626062677113,-1440.04525271903
87.5754612435406,-1475.46352206317
87.6883162193699,-1512.53154084349
87.8011711951992,-1552.40133818612
87.9140261710285,-1586.20035454464
88.0268811468578,-1626.05741575115
88.1397361226871,-1663.76383521097
88.2525910985164,-1703.22186361437
88.3654460743457,-1739.62122164165
88.478301050175,-1780.34874485075
88.5911560260043,-1818.02946734493
88.7040110018336,-1849.01407098525
88.8168659776629,-1884.44124848299
88.9297209534922,-1915.84299596461
89.0425759293216,-1946.45586850946
89.1554309051509,-1972.30093152362
89.2682858809802,-1996.1036044496
89.3811408568095,-2016.75198792869
89.4939958326388,-2031.60343754945
89.6068508084681,-2040.61257110391
89.7197057842974,-2042.11551387525
89.8325607601267,-2039.76416989022
89.945415735956,-2027.24357459838
90.0582707117853,-2008.33282312131
90.1711256876146,-1982.9200704609
90.2839806634439,-1946.29513945025
90.3968356392732,-1904.04795555033
90.5096906151025,-1848.12807237464
90.6225455909318,-1782.09846838113
90.7354005667611,-1709.22156181306
90.8482555425904,-1625.11888850331
90.9611105184197,-1530.05366383495
91.073965494249,-1412.80602840633
91.1868204700783,-1293.8310940832
91.2996754459076,-1166.30623228627
91.412530421737,-1018.73151358993
91.5253853975663,-867.145915366667
91.6382403733956,-698.372922080397
91.7510953492249,-528.181179008187
91.8639503250542,-336.214328531736
91.9768053008835,-138.299158226821
92.0896602767128,74.5250234502546
92.2025152525421,288.315015070671
92.3153702283714,515.275711235622
92.4282252042007,757.359359074394
92.54108018003,1004.73780750988
92.6539351558593,1255.41681816767
92.7667901316886,1522.06122892501
92.8796451075179,1796.54811097389
92.9925000833472,2076.37598264826
93.1053550591765,2352.5253755931
93.2182100350058,2641.12195449643
93.3310650108351,2925.09634056728
93.4439199866644,3222.18218558145
93.5567749624937,3517.98362218728
93.669629938323,3806.38854704402
93.7824849141524,4100.08860747827
93.8953398899817,4387.40590543087
94.008194865811,4689.95375461985
94.1210498416403,4966.24975069276
94.2339048174696,5253.16909120262
94.3467597932989,5530.74662403646
94.4596147691282,5807.59734623716
94.5724697449575,6078.94920773113
94.6853247207868,6345.61303926059
94.7981796966161,6605.73065745463
94.9110346724454,6860.52679512049
95.0238896482747,7113.74136360663
95.136744624104,7364.85934087386
95.2495995999333,7595.20114583632
95.3624545757626,7841.16781833126
95.4753095515919,8060.56353542727
95.5881645274212,8284.36890332988
95.7010195032505,8514.11103880998
95.8138744790798,8714.95314943804
95.9267294549091,8926.08357265467
96.0395844307385,9139.44427867641
96.1524394065678,9336.7738137011
96.2652943823971,9524.71080825822
96.3781493582264,9721.78384239958
96.4910043340557,9907.77577655139
96.603859309885,10094.8927781379
96.7167142857143,10270.1629790392
96.8295692615436,10451.0363558579
96.9424242373729,10627.7539549332
97.0552792132022,10797.3103686854
97.1681341890315,10965.4625739344
97.2809891648608,11135.6330822585
97.3938441406901,11306.1970229944
97.5066991165194,11472.1422647377
97.6195540923487,11638.5616470854
97.732409068178,11803.8428918103
97.8452640440073,11961.8900950662
97.9581190198366,12116.9071835358
98.0709739956659,12271.1030614227
98.1838289714952,12426.9540041648
98.2966839473246,12577.8084374339
