"Distance [mm]","Br [] - Time='0s'"
0,0.473353731353202
0.112854975829305,0.473442495352459
0.22570995165861,0.473447217352313
0.338564927487915,0.47344102557784
0.45141990331722,0.473434993620478
0.564274879146525,0.473414518271373
0.677129854975829,0.473397672286031
0.789984830805134,0.473378683850763
0.902839806634439,0.473352801928673
1.01569478246374,0.47332347479502
1.12854975829305,0.473290014532539
1.24140473412235,0.473250705334016
1.35425970995166,0.473202514314351
1.46711468578096,0.473151655759394
1.57996966161027,0.473092614596826
1.69282463743957,0.473028071902146
1.80567961326888,0.472957970420798
1.91853458909818,0.472886073272115
2.03138956492749,0.472802943349564
2.14424454075679,0.472715289066026
2.2570995165861,0.472617359227502
2.3699544924154,0.472514282519219
2.48280946824471,0.47240474022612
2.59566444407401,0.47228493857849
2.70851941990332,0.472159932255805
2.82137439573262,0.472031410158482
2.93422937156193,0.47188946575023
3.04708434739123,0.47174530558147
3.15993932322054,0.471589305435068
3.27279429904984,0.471428333572733
3.38564927487915,0.471253988437796
3.49850425070845,0.471076032545079
3.61135922653776,0.4708801180028
3.72421420236706,0.470669952098874
3.83706917819637,0.470453458879679
3.94992415402567,0.470234942255575
4.06277912985498,0.470015754731008
4.17563410568428,0.469791641937705
4.28848908151359,0.469548856991321
4.40134405734289,0.469297715125151
4.5141990331722,0.469050340322131
4.6270540090015,0.468791771888449
4.7399089848308,0.468542049622543
4.85276396066011,0.468288673702887
4.96561893648941,0.468023703664759
5.07847391231872,0.467768590751696
5.19132888814802,0.467504560651245
5.30418386397733,0.467261452739901
5.41703883980663,0.467004639366984
5.52989381563594,0.466749308726334
5.64274879146524,0.466507426593892
5.75560376729455,0.466277355884441
5.86845874312385,0.466049247260241
5.98131371895316,0.465841203069025
6.09416869478246,0.465651223137045
6.20702367061177,0.465471667347162
6.31987864644107,0.465315923834135
6.43273362227038,0.465179288840811
6.54558859809968,0.46505629410466
6.65844357392899,0.464958595231483
6.77129854975829,0.464889807421063
6.8841535255876,0.464853948621847
6.9970085014169,0.464832462032454
7.10986347724621,0.464820675467226
7.22271845307551,0.464851769344237
7.33557342890482,0.464888957041566
7.44842840473412,0.464945707850385
7.56128338056343,0.465039788652258
7.67413835639273,0.465147107213549
7.78699333222204,0.465290678648721
7.89984830805134,0.465457727433113
8.01270328388065,0.465643124261857
8.12555825970995,0.465838530137646
8.23841323553926,0.466056139221951
8.35126821136856,0.466289935971033
8.46412318719787,0.466536677356476
8.57697816302717,0.466805219276292
8.68983313885647,0.467095431697491
8.80268811468578,0.467364987504323
8.91554309051508,0.467652346849771
9.02839806634439,0.467953901467734
9.14125304217369,0.468249469381676
